rnx,flux
2OBUTt_h,0.330507607
2OBUTt_m,0
ANTHt_h,-0.066027582
G3PL_c,0
5FTHFt_m,0
FAC1629Z12Zt_c,0.0007109
ALABt_m,0
AMPt_h,-0.689716744
AMPt_m,-2.32E-17
AMPt_x,-1.41E-14
CMPt_h,-0.46515413
CMPt_m,-2.32E-17
FK_c,0
F1PGT_c,0
GMAND_c,0.050411427
GFUCS_c,0.050411427
PFP_c,9.75217357
RBKRPE_h,0
XYLK_c,0
XYLI_c,0
GALT_c,0
GALK_c,0.0007109
UDPGLDC_c,0.06458991
TRE6PSP_c,0
UDPRHMS_c,0.02876968
CPS_m,0
CPS_c,0
FE2GTPabc_e,0
FE2t_h,0
NH4t_e,0
NH4t_m,0
PIt_e,8.667439365
PIt_h,4.371341248
PIt_m,81.0679111
PIt_x,0
SO4t_e,-9.401444893
SO4t_h,0.176620145
SO4t_m,0
SO3t_m,0
SO3t_h,0
NADK_m,0
Ht_x,-0.591640481
ATPt_h,0
ATPt_m,81.005679
ATPM_c,0
EX_thm_e,0
ALATA_L_m,0
MSBENZMT_h,0
DHNANT_h,0
AMPQT_h,0
QULNt_c,0
NADt_h,-2.36E-14
NADt_m,-2.92E-14
NADPt_x,0
NADt_x,0
ATPt_x,0
ACCOAt_x,0.591640481
COAt_m,0
COAt_h,-7.50E-16
DPCOAt_m,-2.58E-15
CATCAC_c,0
FADt_x,0
FADt_h,0
FMNt_h,0
THMt_h,0
THMPPt_h,0
THMPPt_m,0
BIOTINt_c,0
BIOTINt_h,0
AMETt_h,0.065489147
AMETt_m,0
THFt_m,0
MTHFt_m,0
ACS_h,0
SUCCt_x,0
PPA_x,0
ETFQO_m,3.841048119
BACCL_h,0
UTPt_h,0.096565983
UDPt_h,0.092812648
GTPt_h,0
DMPPt_h,0
GLXt_h,0
GLXt_x,0
AHCYSt_m,0
MG2t_h,0.065489147
PHEMEt_h,0
PTRCt_m,0
ACACt_m,1.168002105
AIRt_h,0
HEMEOt_m,0
H2St_h,0.138931498
H2St_m,0
5MTAt_h,0
ADEt_m,0
AGMt_m,0
BILIVERDt_h,0
CTPt_m,2.32E-17
HTHBPt_m,0
METt_h,0
MYOIt_h,0
MYOIt_m,0
EX_h2_e,0
SUCFUMt_m,0.062232106
BTNCCPP_c,0
ACCPF_c,0
BTND1_c,0
BTNCCPP_h,0
ACCPF_h,0
BTND1_h,0
BTNCCPP_m,0
ACCPF_m,0
BTND1_m,0
DM_phyt_c,0
DM_thmppp_c,0
DM_tre_c,0
PTPAT_m,-2.58E-15
FTR_h,0.165803571
NTRC_h,0
APSt_h,7.50E-17
BPNT_h,0.165803571
CTPt_h,0.46515413
ADPHt_h,1.165687448
GLUTL_h,0.523913173
MG2t_e,0.065489147
ASPSAt_c,0.110834654
ASPSAt_m,0.110834654
ACHMSt_c,0.110834654
ACt_c,0
THBPt_m,0
EX_fol_e,0
FOLt_c,0
METHFt_m,0
PPA2_c,0
UPPG3t_h,0
TAG_HDE_HDE_OLEt_h,0.001755801
TAG_HDE_HDE_PALMt_h,0.172788271
TAG_HDE_PALM_OLEt_h,0.002709337
TAGAH_DHA_EPA_HDTTE_c,0
TAGAH_EPA_EPA_HDTE_c,0
TAGAH_EPA_EPA_HDTTE_c,0
TAGAH_HDE_DHA_HDTTE_c,0
TAGAH_HDE_EPA_HDTTE_c,0
TAGAH_HDE_HDE_OLE_c,0.001755801
TAGAH_HDE_HDE_PALM_c,0
TAGAH_HDE_PALM_OLE_c,0.002709337
CO2t_x,0
P5CR_m,0
ORNt_m,5.006639407
AHCYSt_c,0.065489147
HPTALt_m,0
ALDD3C7_c,0
ALDD3C16_c,0
ALDD3C161_c,0
FACOAL_70_c,0
FACOAL_161_2E_c,0
CATC162E_c,0
CATC70_c,0
CARN70t_m,0
CARN1612Et_m,0
CAT270_m,0
CAT21612E_m,0
FAOXC70_m,0
ACGAM6PS_c,0
ACGAMPM_c,0
UAGDP_c,0
NADHt_c,0
NADPt1_c,4.22E-16
NADPt2_c,-8.54E-16
FORt_c,0
RIBFLVt_c,0
FADt_c,0
FADt_m,-6.54E-14
CARNt_c,3.91E-15
CARNt_x,0
LPAMt_c,0
LPAMt_h,0
AMOB_use_m,0
DAD5t_c,0
DAD5t_h,0
5DOAN_c,0
DM_5drib_c,0
DM_2mop_m,0
CYANt_m,0
THMPPPt_h,0
MI3PDt_m,0
MI3PDt_h,0
DM_fald_m,0
COt_c,0
COt_e,0
EX_co_e,0
FADH2t_c,0
GLUCYS_h,0
ORNt_h,-5.500330524
PDX5Pt_h,0
PPHNt_h,0
R1Pt_h,0
5HPUDICDC_c,0
ACALDt_m,0
sink_Asn-X-Ser_Thr_c,0
CAMPPDE_c,0
CPPPG3t_h,0
CMT2_c,0
DM_mhpglu_c,0
PHSERt_h,0
PPGPPDP_c,0
CYANt_c,0
EX_cyan_e,0
CYNTt_c,0
CYNTt_m,0
EX_cynt_e,0
TCYNTt_c,0
TCYNTt_m,0
EX_tcynt_e,0
LACDt_c,0
LACDt_m,0
EX_lac_d_e,0
ETOHt_c,0
EX_etoh_e,0
ATP2t_m,81.005679
FRNDPR_m,0
DHDDS_c,0
DEDOLP1_c,0
DEDOLP2_c,0
DEDOLR_c,0
FRNDPR_c,0
CLt_h,0
CLt_e,0
CLt_m,0
PINAt_e,9.224824748
PINAt_h,5.642990623
NAHt_e,0
NAHt_h,-1.610860117
NASO4t_e,-9.224824748
PYROHt_c,0
PYRONAt_c,0
ATPS1_c,0
XYLE_c,0.046284276
PAPSt_h,0.010816574
GDPMANST_c,0.010816574
BPNT_c,0.010816574
G3PAT180_h,0
AGPATACP_STC_HDE_h,0
PAPA_STC_HDE_h,0
MGDGS_STC_HDE_h,0
MGDGH_STC_HDE_h,0
MGDGD12DS_STC_HDDE_sn2_h,0
MGDGD6DS_STC_HDTE_sn2_h,0
MGDGH_STC_HDTE_h,0
AGPATACP_HDE_OLE_h,0
PAPA_HDE_OLE_h,0
MGDGS_HDE_OLE_h,0
MGDGH_HDE_OLE_h,0
MGDGD12DS_HDDE_HDTE_sn1_h,4.40E-19
MGDGH_HDDE_HDTE_h,4.40E-19
PAPA_PALM_PALM_h,0
SQDGS_PALM_PALM_h,0
UDPSQt_h,0.003753336
AGPATCOA_HDE_TTC_c,0.003753336
PAPA_HDE_TTC_c,0.003753336
SQDGS_HDE_TTC_c,0.003753336
SQDGD12DS_HDDE_PALM_sn1_h,0
ASQ_EPA_PALM_2OEPA_h,0.001323415
LPCAT_EPA_HDDE_c,0.0007109
ACPT_EPA_HDE_c,0
ACPT_EPA_EPA_c,0
AACPDAGAT_HDE_PALM_PALM_h,0
ACOADAGAT_HDE_PALM_PALM_c,0
ACOADAGAT_HDE_PALM_EPA_c,0
PLDAGAT_HDE_PALM_PALM_PC_3_c,0
PLDAGAT_HDE_PALM_PALM_PC_6_c,0
PLDAGAT_HDE_PALM_EPA_PC_3_c,0
PLDAGAT_HDE_PALM_EPA_PC_6_c,0
PLDAGAT_HDE_PALM_EPA_PE_14_c,0
TAG_HDE_PALM_PALMt_h,0
TAGAH_HDE_PALM_PALM_c,0
TAGAH_HDE_PALM_EPA_c,0
TAGAH_HDE_EPA_HDTE_c,0
DM_biomass_c,0
biomass_pigm_h,0.075194518
bof_c,0
CEF_h,107.6205659
NDHPQR_h,0
PTOX_h,0
DM_no3_c,0
MTOBR_c,0
MTHBMT_c,0
DMPSS_c,0
biomass_DNA_c,0.001890359
biomass_RNA_c,0.037904932
DM_dmsp_c,0
DM_indole_c,0
HISD_c,0
DM_for_c,-1.60E-13
biomass_pro_c,0.739405806
AGAS_m,0
MEHLER_h,0
ATPM_h,0
ATPM_m,0
B13GS_c,0.404201135
AOX_m,28.14914093
ASCBt_u,0.000689493
DHASCBt_u,0.000689493
SOX_m,0
SOD_m,0
FNOR2_h,0
G3PAT182_9_12_c,0.001993959
AGPATCOA_LNA_LNA_c,0.001993959
CHOPT_LNA_LNA_c,0.001993959
FA140ACPH_h,0
PI4P5K_HDE_PALM_c,0
PIP5P_HDE_PALM_c,0
PIPLC_HDE_PALM_c,0
UREAt_e,0
EX_urea_e,0
biomass_struct_carb_c,0.086041967
biomass_plastid_lipids_h,0.071308808
biomass_mem_lipids_c,0.021840352
biomass_c_storage_c,0.308668596
DM_carbon_storage_c,0
bof_c_accumulation_c,1.342255339
bof_cell_division_c,0
DM_biomass_c_acc_c,1.342255339
DM_biomass_cell_div_c,0
GLS4_c,0
bof_dark_c,0
DM_biomass_dark_c,0
GAM,40.27168733
IDH_m,9.907265795
ARGt_m,0
ORNC_m,0
ASPGLU2_m,0
SPT_m,0
HYPRRx_m,0
GLYCK2_m,0
NADPHt_x,0
G5K_m,0
G5DH_m,0
NAHt_m,0.111309773
COAt_x,-0.591640481
AKGICITt_m,0
OAAICITt_m,1.91E-15
MALICITt_m,0
NGAM,3.982189027
DM_photon_c,349.2721745
DM_13glucan_c,0
DM_tag1619Z1619Z160_c,0
DM_pigm,0
